by,year,geoid,pollutant,sourcetype,regclass,fueltype,roadtype,emissions,vmt,sourcehours,vehicles,starts,idlehours,hoteld,hotelb,hotelo
8,2060,36109,98,21,NA,NA,NA,102134.9,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,98,31,NA,NA,NA,121296,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,98,32,NA,NA,NA,14150.3,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,98,41,NA,NA,NA,5702.6,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,98,42,NA,NA,NA,1816,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,98,43,NA,NA,NA,2304.6,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,98,51,NA,NA,NA,1059.7,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,98,52,NA,NA,NA,57797.3,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,98,53,NA,NA,NA,3653.2,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,98,54,NA,NA,NA,3116.8,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,98,61,NA,NA,NA,18526.2,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,98,62,NA,NA,NA,47372.9,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,100,11,NA,NA,NA,0.2,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,100,21,NA,NA,NA,0.6,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,100,31,NA,NA,NA,0.5,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,100,32,NA,NA,NA,0.1,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,100,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,100,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,100,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,100,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,100,52,NA,NA,NA,0.4,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,100,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,100,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,100,61,NA,NA,NA,0.3,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,100,62,NA,NA,NA,0.7,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,106,11,NA,NA,NA,0.1,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,106,21,NA,NA,NA,11.2,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,106,31,NA,NA,NA,9.9,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,106,32,NA,NA,NA,1.2,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,106,41,NA,NA,NA,0.6,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,106,42,NA,NA,NA,0.1,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,106,43,NA,NA,NA,0.2,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,106,51,NA,NA,NA,0.1,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,106,52,NA,NA,NA,5.5,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,106,53,NA,NA,NA,0.3,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,106,54,NA,NA,NA,0.3,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,106,61,NA,NA,NA,1.2,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,106,62,NA,NA,NA,3.5,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,107,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,107,21,NA,NA,NA,4.2,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,107,31,NA,NA,NA,3.7,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,107,32,NA,NA,NA,0.4,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,107,41,NA,NA,NA,0.1,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,107,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,107,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,107,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,107,52,NA,NA,NA,1.2,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,107,53,NA,NA,NA,0.1,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,107,54,NA,NA,NA,0.1,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,107,61,NA,NA,NA,0.4,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,107,62,NA,NA,NA,1.1,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,110,11,NA,NA,NA,0.1,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,110,21,NA,NA,NA,0.5,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,110,31,NA,NA,NA,0.4,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,110,32,NA,NA,NA,0.1,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,110,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,110,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,110,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,110,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,110,52,NA,NA,NA,0.4,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,110,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,110,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,110,61,NA,NA,NA,0.3,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,110,62,NA,NA,NA,0.7,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,112,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,112,21,NA,NA,NA,0.4,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,112,31,NA,NA,NA,0.3,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,112,32,NA,NA,NA,0,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,112,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,112,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,112,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,112,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,112,52,NA,NA,NA,0,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,112,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,112,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,112,61,NA,NA,NA,0.2,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,112,62,NA,NA,NA,0.4,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,115,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,115,21,NA,NA,NA,0,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,115,31,NA,NA,NA,0,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,115,32,NA,NA,NA,0,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,115,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,115,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,115,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,115,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,115,52,NA,NA,NA,0.1,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,115,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,115,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,115,61,NA,NA,NA,0.1,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,115,62,NA,NA,NA,0.1,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,116,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,116,21,NA,NA,NA,1.4,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,116,31,NA,NA,NA,1.2,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,116,32,NA,NA,NA,0.1,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,116,41,NA,NA,NA,0.1,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,116,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,116,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,116,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,116,52,NA,NA,NA,0.7,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,116,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,116,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,116,61,NA,NA,NA,0.2,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,116,62,NA,NA,NA,0.4,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,117,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,117,21,NA,NA,NA,0.6,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,117,31,NA,NA,NA,0.6,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,117,32,NA,NA,NA,0.1,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,117,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,117,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,117,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,117,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,117,52,NA,NA,NA,0.2,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,117,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,117,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,117,61,NA,NA,NA,0.1,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,117,62,NA,NA,NA,0.2,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,118,11,NA,NA,NA,0.1,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,118,21,NA,NA,NA,0.2,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,118,31,NA,NA,NA,0.2,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,118,32,NA,NA,NA,0,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,118,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,118,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,118,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,118,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,118,52,NA,NA,NA,0.3,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,118,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,118,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,118,61,NA,NA,NA,0.1,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,118,62,NA,NA,NA,0.2,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
8,2060,36109,119,11,NA,NA,NA,0,6493469,179030.8,3134.5,171575,NA,NA,NA,NA
8,2060,36109,119,21,NA,NA,NA,0,433855832.7,12404956.5,35528.4,42010362.5,NA,NA,NA,NA
8,2060,36109,119,31,NA,NA,NA,0,381892999,10289101.6,29215.6,33398675.9,NA,NA,NA,NA
8,2060,36109,119,32,NA,NA,NA,0,41393737.2,1191351.2,3170.9,4149958.7,NA,NA,NA,NA
8,2060,36109,119,41,NA,NA,NA,0,4049594.2,113655.1,129.5,214823.3,NA,NA,NA,NA
8,2060,36109,119,42,NA,NA,NA,0,1256463.7,35201.2,40.8,78149.2,NA,NA,NA,NA
8,2060,36109,119,43,NA,NA,NA,0,2119056.8,57746.2,196.6,169554.8,NA,NA,NA,NA
8,2060,36109,119,51,NA,NA,NA,0,705640.3,18972.2,30.2,11887.3,NA,NA,NA,NA
8,2060,36109,119,52,NA,NA,NA,0,66467658.1,1778592.3,4327.8,19526150,NA,NA,NA,NA
8,2060,36109,119,53,NA,NA,NA,0,4476351.2,110392.7,192.9,78302.3,NA,NA,NA,NA
8,2060,36109,119,54,NA,NA,NA,0,2648316.7,71074.4,433.8,62961.7,NA,NA,NA,NA
8,2060,36109,119,61,NA,NA,NA,0,13202627.4,305513.2,276.6,389199.9,NA,NA,NA,NA
8,2060,36109,119,62,NA,NA,NA,0,35303804.9,804329.9,337.7,66380.6,9143.3,8127.3,3047.7,5079.6
12,1990,36109,1,NA,10,NA,NA,13.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,1,NA,20,NA,NA,491.7,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,1,NA,30,NA,NA,251.5,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,1,NA,41,NA,NA,30.3,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,1,NA,42,NA,NA,5.4,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,1,NA,46,NA,NA,35.2,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,1,NA,47,NA,NA,19.2,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,1,NA,48,NA,NA,0.4,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,2,NA,10,NA,NA,162.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,2,NA,20,NA,NA,9487.3,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,2,NA,30,NA,NA,5634.9,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,2,NA,41,NA,NA,356.7,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,2,NA,42,NA,NA,85.5,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,2,NA,46,NA,NA,673.5,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,2,NA,47,NA,NA,125.1,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,2,NA,48,NA,NA,2.2,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,3,NA,10,NA,NA,3.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,3,NA,20,NA,NA,773.5,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,3,NA,30,NA,NA,371.9,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,3,NA,41,NA,NA,105.9,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,3,NA,42,NA,NA,18.9,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,3,NA,46,NA,NA,223.5,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,3,NA,47,NA,NA,988.2,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,3,NA,48,NA,NA,13.7,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,5,NA,10,NA,NA,1.9,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,5,NA,20,NA,NA,57.8,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,5,NA,30,NA,NA,30.2,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,5,NA,41,NA,NA,3.3,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,5,NA,42,NA,NA,0.6,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,5,NA,46,NA,NA,3.6,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,5,NA,47,NA,NA,0,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,5,NA,48,NA,NA,0,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,6,NA,10,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,6,NA,20,NA,NA,6.3,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,6,NA,30,NA,NA,2.4,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,6,NA,41,NA,NA,0.2,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,6,NA,42,NA,NA,0,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,6,NA,46,NA,NA,0.1,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,6,NA,47,NA,NA,0.1,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,6,NA,48,NA,NA,0,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,31,NA,10,NA,NA,0.3,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,31,NA,20,NA,NA,43.9,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,31,NA,30,NA,NA,20.5,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,31,NA,41,NA,NA,3.9,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,31,NA,42,NA,NA,0.7,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,31,NA,46,NA,NA,6.2,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,31,NA,47,NA,NA,26.7,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,31,NA,48,NA,NA,0.3,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,79,NA,10,NA,NA,11.7,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,79,NA,20,NA,NA,432.5,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,79,NA,30,NA,NA,220.8,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,79,NA,41,NA,NA,26.9,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,79,NA,42,NA,NA,4.8,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,79,NA,46,NA,NA,31.5,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,79,NA,47,NA,NA,19.1,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,79,NA,48,NA,NA,0.4,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,87,NA,10,NA,NA,11.7,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,87,NA,20,NA,NA,432.6,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,87,NA,30,NA,NA,220.8,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,87,NA,41,NA,NA,27.1,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,87,NA,42,NA,NA,4.8,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,87,NA,46,NA,NA,32.2,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,87,NA,47,NA,NA,21.7,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,87,NA,48,NA,NA,0.4,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,90,NA,10,NA,NA,967.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,90,NA,20,NA,NA,152503.9,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,90,NA,30,NA,NA,70589.3,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,90,NA,41,NA,NA,11781.4,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,90,NA,42,NA,NA,2355.1,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,90,NA,46,NA,NA,14136.3,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,90,NA,47,NA,NA,45602.1,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,90,NA,48,NA,NA,566.8,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,91,NA,10,NA,NA,11577.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,91,NA,20,NA,NA,1823678.6,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,91,NA,30,NA,NA,843875.8,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,91,NA,41,NA,NA,140316.5,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,91,NA,42,NA,NA,28122.5,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,91,NA,46,NA,NA,166594.3,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,91,NA,47,NA,NA,529664.2,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,91,NA,48,NA,NA,6583,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,98,NA,10,NA,NA,1016.8,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,98,NA,20,NA,NA,155834.4,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,98,NA,30,NA,NA,72068.2,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,98,NA,41,NA,NA,11929.6,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,98,NA,42,NA,NA,2379.5,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,98,NA,46,NA,NA,14255.6,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,98,NA,47,NA,NA,45617.7,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,98,NA,48,NA,NA,567,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,100,NA,10,NA,NA,0.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,100,NA,20,NA,NA,8.8,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,100,NA,30,NA,NA,3.4,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,100,NA,41,NA,NA,3.9,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,100,NA,42,NA,NA,0.4,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,100,NA,46,NA,NA,8,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
12,1990,36109,100,NA,47,NA,NA,65.6,23518238.1,556734.2,468.6,997480.1,6501.2,0,0,1625.3
12,1990,36109,100,NA,48,NA,NA,0.8,320735.3,8985.8,10.5,20051.4,NA,NA,NA,NA
12,1990,36109,106,NA,10,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
12,1990,36109,106,NA,20,NA,NA,8.4,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
12,1990,36109,106,NA,30,NA,NA,2.5,96869708.6,2624757.4,8335.4,9656148.3,NA,NA,NA,NA
12,1990,36109,106,NA,41,NA,NA,0.4,14513669.5,393788,1016.4,2110743,NA,NA,NA,NA
12,1990,36109,106,NA,42,NA,NA,0.1,1901311.3,50846.7,205.8,153874.6,NA,NA,NA,NA
12,1990,36109,106,NA,46,NA,NA,1.1,10410629.6,268858.3,641.6,1805350.1,290.2,0,0,72.5
